surah,verse,tokens,seconds_husary,seconds_minshawi,seconds_abdulbasitmurattal,seconds_abdurrahmaansudais,seconds_saoodshuraym
26,49,21,50.3,27.1,27.7,17.7,19.1
26,50,7,20.1,9.5,8.8,5,6.5
26,51,11,25.5,14.2,14.9,7.9,9.3
26,52,8,22.2,12,12.5,7.2,6.7
26,53,5,12.8,6,6.2,5.1,4.7
26,54,4,13.3,7.9,8.8,5.8,5.3
26,55,3,9.9,5.4,5.8,3.9,4.2
26,56,3,10.1,4.6,4.8,3.7,3.3
26,57,4,13,6.6,8.1,4.8,5
26,58,3,9.1,4.8,5.1,3.8,3.7
26,59,4,13.5,7.6,7.4,6.1,5.7
26,60,2,10.6,4,4,3.1,2.9
26,61,8,20,11.6,10.9,9.2,15.3
26,62,6,13.8,7.7,6.6,5.5,4.9
26,63,13,27.6,15.3,14.6,10.1,11.9
26,64,3,9.6,4.9,4.8,3.7,4
26,65,5,12.6,7.3,7.7,5.1,4.5
26,66,3,8.9,4.2,4.6,3.2,2.9
26,67,8,16.7,8.8,8.8,6.4,6.4
26,68,5,12.2,5.4,5.1,6.6,5
26,69,4,8.7,4.4,4.7,3.9,3.9
26,70,6,12.8,5.7,6.1,4.9,4.2
26,71,6,14.2,7.4,8,5.6,5.3
26,72,5,10,5.1,5.9,3.7,3.9
26,73,4,10.4,4.8,6,3.7,3.6
26,74,6,16.4,10,9.7,7.4,6
26,75,5,11.5,6.4,8.4,4.6,4.6
26,76,3,10.5,6.5,7.1,5.2,5
26,77,6,13.7,7.9,9.6,5.4,4.7
26,78,4,8.9,4.9,5.3,4.1,3.4
26,79,4,9.2,5.2,5.7,4.1,3.4
26,80,4,9.5,4.1,5.3,4.2,3.5
26,81,4,11.4,5.3,6.1,4.1,3.5
26,82,8,18.2,9.4,10.4,7.5,7.3
26,83,6,13.5,6.7,7.6,5.6,4.9
26,84,6,12,6.9,6.8,5,4.2
26,85,5,11.2,6.7,7.9,5.4,4.7
26,86,6,17.3,10.1,11.4,8.5,7.2
26,87,4,9.3,4.2,5,3.1,3.2
26,88,6,11.1,5.9,6.8,4.5,4.8
26,89,6,12.8,5.9,6.7,6.9,5.2
26,90,3,10.7,5.1,6.9,3.6,3.8
26,91,3,10.6,4.5,5.2,3.8,3.6
26,92,6,10.8,5.7,7.2,4.1,4.2
26,93,7,16.4,8.3,9.7,6.7,5.6
26,94,4,10.2,4.6,6.6,3.7,3.5
26,95,3,8.2,4.1,4.8,3.6,3
26,96,4,9.5,4.5,5.6,3.9,4
26,97,6,12.3,7.1,8.4,5.6,4.8
26,98,4,10.7,5.2,6.7,4.5,3.8
26,99,4,11.7,7.2,7.5,4.4,3.3
26,100,4,9.8,3.6,4.9,3.2,2.7
26,101,3,7.3,3.3,4,2.7,2.6
26,102,7,13.5,7.3,8.9,6.2,5.8
26,103,8,17.6,8.8,10.7,6.5,6.7
26,104,5,11.8,5.4,7.4,6.2,5.7
26,105,4,9,4.8,5.6,3.3,3.8
26,106,7,11.7,6.3,7.4,4.7,4.5
26,107,4,8.4,4.3,5.8,3.1,3.5
26,108,3,8,4,4.9,3.2,3.1
26,109,11,19.9,10.7,12.5,7.7,6.9
26,110,3,11.8,4,4.9,3.1,3.1
26,111,5,11.9,7.3,7.8,4.7,4.3
26,112,6,11.3,5.5,7.6,4.7,4.2
26,113,7,14.4,6.8,8.8,5.3,5.3
26,114,4,9.6,5.6,6.1,3.2,3.2
26,115,5,10.1,4.5,6.1,3.9,3.4
26,116,8,17.4,9.2,10.9,7.4,6.3
26,117,5,10.5,4.9,6.7,4,3.7
26,118,9,17.4,9.8,12.4,8,7.1
26,119,6,12.7,7.2,9.2,6.3,5
26,120,4,11,5.3,6.6,5,3.8
26,121,8,17.2,8.9,10.9,6.2,6.3
26,122,5,11.9,5.5,7,4.7,4.5
26,123,3,7.7,4.2,5.1,3.3,3
26,124,7,11.7,6.3,7.5,5,4.4
26,125,4,8.9,4.5,5.7,3,3.2
26,126,3,8.5,3.6,4.9,3,2.9
26,127,11,21.6,10.4,12.6,7.9,6.8
26,128,5,13.1,6.4,7.9,5.2,4.7
26,129,4,12.8,5.6,7.4,4.9,4.4
26,130,4,14,5.7,7.2,3.7,4.1
26,131,3,8.8,3.9,4.9,2.7,3
26,132,5,13.1,7.7,8.3,4.4,4.2
26,133,3,10.8,5.4,6.7,3.5,3
26,134,2,8.1,3.9,5.2,3.1,2.8
26,135,6,15,7.4,9,5.7,4.7
26,136,9,20,11,12.9,8,6.8
26,137,5,11.7,6.3,6.9,3.3,3.6
26,138,3,8.1,3.5,4.3,2.6,3.1
26,139,10,25.7,12.8,16.1,9.7,8.9
26,140,5,14.3,5.3,7,6,5.5
26,141,3,6.4,4.7,5,3.5,2.8
26,142,7,8.4,6.6,7.8,4.9,4.5
26,143,4,6.8,4.8,5.6,3.4,2.8
26,144,3,6,3.7,5.3,3.1,3.4
26,145,11,15.7,11.1,13,7.9,6.7
26,146,5,10.3,6.3,8,4.4,3.6
26,147,3,7.3,4,5.2,2.9,2.9
26,148,4,8.5,6,7.4,5,3.8
26,149,5,9.5,6.3,7.8,5.1,4.2
26,150,3,10,3.8,5.3,3.6,2.8
26,151,4,8.7,5.5,6.9,3.4,2.6
26,152,6,8.8,6.5,8.2,4.4,4.8
26,153,5,13,8.7,9.8,5.3,5.2
26,154,11,18.4,13.4,15,8.8,7.3
26,155,9,13,9.5,11.9,7.7,6.1
26,156,7,13.8,9.3,12.7,7.8,6.5
26,157,3,8.6,4.7,6.2,3.4,2.7
26,158,10,18.5,12.1,15.1,9.2,8.8
26,159,5,10.7,5.7,7.3,6.5,5.3
26,160,4,9.3,4.5,6.3,3.7,2.8
26,161,7,10.5,6,7.9,4.6,3.7
26,162,4,7.8,4.6,5.9,3,2.9
26,163,3,7,3.8,5.3,3,2.8
26,164,11,19.5,11.4,13.2,7.5,6.6
26,165,4,8.1,5.1,6.6,3.6,3
26,166,11,18.3,11.6,15,8.5,7.2
26,167,8,14.2,9,11.4,7,5.7
26,168,5,10.3,5.8,7.7,4.8,3.9
26,169,5,11.1,5.5,7.5,4.6,4.7
26,170,3,10.9,5.5,7.3,3.4,3.3
26,171,4,8.8,4.7,6.2,3.4,3.3
26,172,3,7.7,4.8,6.1,3.4,3.3
26,173,6,16,10.4,12.1,8.1,7.2
26,174,8,15.8,9.3,11.7,6.5,6.3
26,175,5,9,5.5,7.4,4.2,5.5
26,176,4,10.5,5.1,6.7,3.8,3.4
26,177,6,8.2,5.4,7,4,3.3
26,178,4,7.6,4.9,5.8,3.1,2.8
26,179,3,7.7,4,5.2,3.6,3.2
26,180,11,20.3,10.8,13.2,7.4,6.9
26,181,6,10.2,6,7.6,4.3,4
26,182,3,8.5,4.4,5.8,3.9,3.3
26,183,9,16.3,10,12.3,7.8,7.1
26,184,5,12.3,6.6,8.4,5.2,4.6
26,185,5,12.9,8.6,9.8,4.8,4.3
26,186,9,18.3,11.1,13.8,7.5,7
26,187,9,17.5,10.9,13.4,8.5,7.3
26,188,5,9.8,6,7.3,3.9,4.9
26,189,10,22.8,11.1,14.9,9.2,8
26,190,8,16.3,9.2,11.3,6.7,6.5
26,191,5,10.5,6.2,7.4,6.4,5.5
26,192,4,10.2,6.6,8.2,4.8,4.2
26,193,4,7.2,3.3,4.6,2.4,2.6
26,194,5,9.7,5.9,7,3.8,3.4
26,195,3,10.1,4.9,5.9,3.4,3.2
26,196,4,9.9,5.3,6.8,4.4,3.4
26,197,9,20.2,12.3,14.2,10.7,7.8
26,198,5,10.8,5.3,7.3,3.6,3.8
26,199,6,12.9,6.6,8.6,4.8,4.6
26,200,5,11.9,5.8,7.3,4.8,3.9
26,201,7,12.6,6.7,8.2,5.1,4.8
26,202,5,12.7,6.9,8.6,4.7,5
26,203,4,10.4,4.8,6.5,4.2,3.4
26,204,2,8.3,4.6,5.9,3.8,3.4
26,205,4,10.5,5.8,6.9,3.9,3.6
26,206,5,11.7,7.1,9.5,5.4,4.4
26,207,6,13,7.2,9.7,7.5,4.4
26,208,7,16.2,9,10.9,6.2,4.8
26,209,4,9.6,4.9,6,4,3.1
26,210,4,9.4,4.6,6.7,3,3.1
26,211,5,12.8,6.1,7.9,4.3,4
26,212,4,9.6,5.3,7.1,4,4.5
26,213,9,16,8.8,10.9,6.6,6.1
26,214,3,9.4,4.9,6.6,3.8,3.5
26,215,6,12.2,6.2,8.3,5,4.5
26,216,7,15.6,9.5,11.9,7.4,6.5
26,217,4,9.4,4.2,6,3.8,2.8
26,218,4,7.6,4.5,5.9,2.7,3
26,219,3,7,3.7,5.2,3.4,3.1
26,220,4,11.3,4.7,6.4,3.5,3.6
26,221,6,12.8,6.9,8.9,4.7,5
26,222,5,9.9,5.2,7,3.8,3.4
26,223,4,11.3,5.5,7.3,4.3,4.1
26,224,3,10.7,5.9,7.8,6.2,5.1
26,225,7,11.5,6.8,9,5.4,4.8
26,226,5,11.7,5.7,7.8,4.5,4.3
26,227,19,40.3,24.3,30.2,21.7,18.7
27,1,6,16.8,11,12.2,9.4,7.8
27,2,3,9.4,4.6,5.5,3.7,3.4
27,3,9,17.5,11.4,13.4,7.7,7.9
27,4,10,20.2,12,14.7,8.4,8.3
27,5,10,20.3,11.5,13.6,9,8.3
27,6,7,13.4,7.8,9.6,5.6,5.2
27,7,16,36.6,27.3,32,16.7,13.5
27,8,14,26.1,16.4,20.7,12.1,10.2
27,9,6,15,9.6,10.9,5,4.3
27,10,19,47.3,25,31.3,19.1,16.9
27,11,11,20.7,13.2,17.5,9.2,8.7
27,12,19,36.8,22,25.9,16.1,14.2
27,13,8,19.8,11.8,14.9,9.3,8.3
27,14,11,28.6,15.9,18.9,15,11.3
27,15,15,31.1,17.7,21.8,12.4,11.8
27,16,18,42.8,23,27,14.6,16.6
27,17,9,20.4,10.8,14.5,8.1,7.5
27,18,19,55.2,34.5,51.7,15.4,15
27,19,24,54.2,33.6,43.5,20.8,19.5
27,20,12,20.8,11.8,15.3,10.1,8.5
27,21,9,26.1,15.9,23.9,9.5,9.8
27,22,14,24.1,14.6,17.9,10.8,10.2
27,23,11,22.6,13.5,17.2,9.7,9.5
27,24,17,42.3,23.9,31,13.8,17.5
27,25,14,25.9,14.1,18.6,11.6,10.9
27,26,8,15.6,8.7,10.5,9.6,6.9
27,27,7,14.9,7.9,10,5.6,5.3
27,28,11,23.8,12.4,16.3,8.7,12.7
27,29,8,19,12.3,13.6,6.6,6.7
27,30,8,20.7,10.5,12.6,7.5,6.9
27,31,5,13.7,6.1,8.1,4.4,4.2
27,32,12,28.4,15.1,18.7,9.2,9.6
27,33,12,26.8,14.3,18.4,10,9.4
27,34,13,31.5,18.1,22.2,12.9,11.5
27,35,8,23.1,11.8,14.7,11,8.3
27,36,16,60.4,24.8,29.2,15.8,15.7
27,37,13,33.5,25.3,23.5,14.5,14.5
27,38,10,21.9,12.6,16.3,8.1,8
27,39,16,29.1,17.9,21.1,11.7,11.1
27,40,38,77.3,42,54.1,31.4,26.6
27,41,12,22,12.7,16.1,8.6,8.2
27,42,14,35.7,19.7,22.8,12.9,12.3
27,43,12,26,13.5,16.6,8.6,9.1
27,44,28,58.5,32.9,41.8,28.9,24.1
27,45,13,24.8,14.4,18.2,9.8,9
27,46,12,29,15.3,18.9,11.2,10
27,47,13,30.3,16.1,20.7,12,11.1
27,48,10,18.2,9.5,12.3,7.5,6.7
27,49,14,33.7,24.5,37.1,14.2,14.9
27,50,7,16.2,9,10.5,6.7,5.4
27,51,9,20.7,11.7,15.1,9.3,8.2
27,52,11,25.1,13.5,17.8,10.5,9.2
27,53,5,13.9,7,9.3,9,5.2
27,54,8,15.6,10.4,13.7,8.3,6.8
27,55,11,23.5,16.3,19.3,12,10
27,56,15,30.6,21.4,26.4,13,12
27,57,7,17.4,10.7,13.5,8.7,6.9
27,58,6,16.7,9.7,12.3,9.3,8.7
27,59,12,25.7,13.5,20.5,18.2,11.7
27,60,27,56.6,43.3,50.4,26.1,26.3
27,61,21,44.7,25.2,31.8,17.1,16.4
27,62,16,40.2,22.6,26.7,17.6,14.4
27,63,20,43.3,22.5,30.4,16,15.7
27,64,19,42.1,23.9,29.9,16.1,16.1
27,65,14,26.7,16.2,16.6,9.8,9.6
27,66,14,25.7,13,15.8,9.7,8
27,67,9,25.4,15.5,18.2,9.1,8.6
27,68,12,27.2,15.7,19.1,10.4,10.8
27,69,9,15,9.1,10.7,6.1,6.2
27,70,9,20.8,9,12.4,6.3,6.2
27,71,7,15.3,8.1,11.3,5.4,5.5
27,72,9,17.7,9.6,13.7,6.5,6.2
27,73,10,19.1,11.1,13.4,7,7.2
27,74,8,16.2,9.1,11.7,5.9,6.3
27,75,10,20.9,12.1,14.3,9.1,8.2
27,76,12,24.8,13.9,17.1,9.4,9.3
27,77,4,12.4,7,8.4,4.2,4.8
27,78,8,17.5,9.5,12.3,6.1,6.3
27,79,7,17.6,7.6,10.2,5.1,5.2
27,80,11,21.7,13,16.1,8.3,8.2
27,81,14,29.4,17.3,21.5,11.8,13.1
27,82,16,33.3,18.7,36.4,16.4,13.1
27,83,11,25.5,14.3,17.3,8.8,8.4
27,84,13,28,17.9,36.2,11.7,11.3
27,85,8,15.4,9,12.9,5.7,6
27,86,15,30.8,17.2,24.8,11.5,11.7
27,87,18,32.9,18.7,25.7,13.5,12.8
27,88,18,38.6,21.4,28.1,14.2,15.8
27,89,11,25.7,13.9,18.1,9.8,10
27,90,13,32.2,14.7,21,12.1,11
27,91,17,29.4,18.3,23.3,12.1,11.2
27,92,15,34.6,18.1,22.2,11.1,11.3
27,93,11,27.4,13.9,19.7,12.7,12
28,1,1,11.4,6.9,8,7,7
28,2,4,9.1,4.6,6,3.5,3.2
28,3,9,19,10.1,12.1,6.8,6.6
28,4,19,50.2,24.9,30.4,23.1,20.3
28,5,12,27.9,14.8,18.5,9.8,9.4
28,6,12,24.9,12.6,17,10.1,8.8
28,7,22,51.2,28.6,35.9,18.8,17.3
28,8,13,34.1,18,23.2,13.8,13
28,9,18,39.4,20.4,26.2,12.3,12.4
28,10,17,37.9,18,24,12,11.9
28,11,10,22.5,11,13.4,7.6,7.5
28,12,16,32.2,26.7,34.3,13.1,11.8
28,13,17,38.1,22,26.2,13.6,14.1
28,14,10,27.8,15.3,19.4,10.8,9.7
28,15,38,81,39.7,61.5,36.3,28.7
28,16,13,26,12.7,17.2,9.2,9.5
28,17,9,18.9,10.4,12.4,7.8,7.1
28,18,16,41.5,20.9,25.7,16.4,14.4
28,19,32,63,34.9,44.1,28.3,22.5
28,20,18,37.3,28.9,41,17.1,14.4
28,21,10,22.6,11.7,15.5,9.7,9
28,22,11,27.5,15,19.1,11.4,12
28,23,27,58.8,32.8,40.2,25.2,23.3
28,24,15,32.4,16.3,21.2,11.7,10.7
28,25,26,55,35.8,40.3,28.7,22.3
28,26,10,24.5,12.9,17.1,9,8.5
28,27,29,63.2,36.2,44.5,24.1,22.8
28,28,15,29.3,15.1,20.5,12,12.5
28,29,27,66.2,33.2,46.2,21.4,21.3
28,30,19,47.7,26.2,27,19.2,18.4
28,31,19,46.6,26.3,32.1,19.5,17.2
28,32,25,48.3,27.1,33.8,20.6,19.8
28,33,9,18.5,10,12.9,7.5,7.5
28,34,14,32.7,16.9,22.8,12.9,11.5
28,35,15,35.6,20.5,25.3,19.6,15.8
28,36,17,55.9,31.8,37.5,19.5,16.3
28,37,18,36,21.2,27.1,14.7,13.5
28,38,27,49.1,31.7,41.1,20.3,19.2
28,39,12,20.9,13.8,17.6,9.4,9.4
28,40,10,20.6,13.2,17.5,9.9,8.7
28,41,9,19.9,12.7,16,10.5,8.1
28,42,10,20.4,11.8,14.6,11.3,9.4
28,43,16,25,25.2,29.4,17.3,14.1
28,44,13,19,12.8,17.5,9.4,8.8
28,45,18,40.1,25.1,32.3,19.3,16.2
28,46,20,50.5,29.3,34.3,21.3,19
28,47,18,43.8,28.3,33.6,18.2,20.5
28,48,26,55,33.2,41.9,21.9,19.9
28,49,13,23.2,14.8,18.4,11.2,9.4
28,50,23,46.4,26,32.1,22.6,19.7
28,51,6,14.2,7.3,10,6.3,5.6
28,52,8,18.7,9.5,12.2,6.8,7
28,53,15,38.5,19.3,30.9,15.2,11.5
28,54,12,30.6,17.2,29.4,13.7,15.9
28,55,15,32.3,17.3,22.2,15.2,11.5
28,56,13,28.4,15.9,19.8,12.2,11.1
28,57,25,58.4,28.4,35.6,22.3,21.7
28,58,17,37.8,21.6,26.8,18.6,14.3
28,59,20,44.2,24.4,29.6,16.5,15
28,60,15,37.7,21.7,25.5,13.4,13.3
28,61,17,34.4,17.9,33.7,14.4,13.2
28,62,8,20,12.5,14,8.6,7.9
28,63,18,47.2,25.8,32,20.6,16.2
28,64,13,31.2,16.2,20.7,12.8,10.9
28,65,6,16.8,8.8,11,6.3,5.6
28,66,7,20.9,11.3,13.7,9.3,8.4
28,67,11,24.5,13.4,16.1,10.1,8.1
28,68,14,34.5,16.7,21.9,15.2,11.9
28,69,7,15.5,7.8,10.2,5.9,4.9
28,70,15,28.9,15.7,19.6,15.1,9.4
28,71,19,36.3,20.7,25.9,17.4,13.4
28,72,21,38,23.4,29,18.1,15.3
28,73,13,26.1,15.2,19,14.5,9.9
28,74,8,19.8,11.5,14.1,9.4,8.1
28,75,17,38.1,25.1,32.3,20,16.5
28,76,29,54.5,30.7,38.3,25.7,22.6
28,77,26,52.5,29.2,36,22.3,20
28,78,28,49.8,29.7,37.8,21.9,21.3
28,79,20,36.4,21,26.1,17,16.5
28,80,16,33.9,18.2,22.7,16.5,13.1
28,81,17,46.6,18.7,21.9,15.8,13.9
28,82,26,53.7,34.5,41.8,34.1,23.3
28,83,14,30.1,16.8,21.5,14.8,11.5
28,84,18,35.3,21.4,25.7,18.9,15.3
28,85,19,38.5,23.2,27.5,20.7,15.1
28,86,15,32.6,19.7,23,13.4,11.7
28,87,16,31.5,17.9,23.2,14.5,11.9
28,88,19,35.9,19.5,25,19.9,14.6
29,1,1,10.7,7.8,7.7,7.1,6.2
29,2,10,21.4,14.1,15.5,8.5,7.3
29,3,11,28.1,16.2,20.1,11,9.5
29,4,10,22.1,12.7,16.1,9.6,8.4
29,5,12,24.9,13.9,16.6,10.4,8.8
29,6,10,23.3,12.7,16.2,9.5,8.3
29,7,12,27.8,16.3,28.3,15.3,11.9
29,8,21,44.1,26.6,31.6,18.5,17.1
29,9,7,17.3,9.5,12.2,7.2,7
29,10,31,73,44.8,55.1,26.2,22.8
29,11,6,18.3,9.9,13,7.9,7.4
29,12,18,38.4,22.5,27.4,15.6,15.1
29,13,11,28.7,17,20.4,13.5,11.1
29,14,16,30.6,16.6,20.9,14,12
29,15,6,20.2,12,14.1,10.3,7.5
29,16,13,27.5,14.6,17.9,10.3,9.7
29,17,27,54.8,30.6,35.5,22,20.1
29,18,13,24.6,13.6,16.8,9.5,10.9
29,19,13,23.1,12.4,15.3,8.5,9.3
29,20,19,35.9,19.9,24.2,13.8,13.1
29,21,8,21.4,12.1,13.6,9.2,7
29,22,17,31.4,19,22.1,12.1,12.3
29,23,13,30,18.5,20.4,13.9,13.1
29,24,20,42,25,28,21.5,15.1
29,25,27,54.6,33.2,39.2,24.5,21.4
29,26,12,27.8,14.7,16.4,9.2,9.2
29,27,18,48.9,23.7,27.6,17.3,15.5
29,28,14,17.2,17.2,18.1,10.8,10.3
29,29,23,30.9,27.7,32.8,19.3,17.2
29,30,6,12.4,6.5,8.3,7.2,4.6
29,31,15,27.6,22.2,25.6,13.9,12.9
29,32,16,26.7,20,24.3,13.6,12.9
29,33,23,34.6,28,31.2,20.7,17.7
29,34,12,20.8,14.7,17.3,10.1,9.3
29,35,7,15.6,11,13.1,7.8,8.2
29,36,16,21.4,15.3,18.9,11.4,11.2
29,37,7,14,9.2,11.2,7,6.7
29,38,16,27.7,19.5,25,14.4,17
29,39,13,25.2,17.6,21,13.2,12.5
29,40,28,49.6,39.2,41.4,27.9,25.1
29,41,19,39.9,24.2,28.2,17.8,15.4
29,42,12,21.9,12.5,15.3,8.6,8
29,43,8,17.9,11.3,13.8,8,7.5
29,44,10,21.7,12.2,15.4,8.9,8.2
29,45,21,43,24.5,29.5,22.3,16.5
29,46,25,58.1,30.4,43.2,22.5,22
29,47,19,47,27.5,32.4,18.7,16.4
29,48,13,23.8,15.1,20.3,10.8,9.4
29,49,14,29,16.4,19.8,11.8,10.7
29,50,16,33.8,20.7,23.6,15,12.6
29,51,15,34.1,19.7,22.3,15.4,14.2
29,52,19,38.5,22,25.6,16.7,15.3
29,53,12,35.5,21,24.2,15.3,12.7
29,54,6,17.3,10.3,12.4,8.9,7.1
29,55,13,23,13.8,16.6,10.3,10.2
29,56,8,19.1,11.8,15.3,8.5,7.8
29,57,7,15.6,10.3,12.7,9,8.4
29,58,17,34.9,21,33.9,15.5,17.9
29,59,5,11.9,6.7,7.7,4.9,4.7
29,60,12,27.4,16.1,18.9,12.5,12
29,61,13,30.8,17.4,20.3,11.4,11.8
29,62,14,25.9,15.2,17.3,11,10.2
29,63,22,42.8,26.1,30.4,18.3,16.8
29,64,15,34.2,18.2,21.1,12.2,12.3
29,65,16,25,14.2,17.1,10.6,10.4
29,66,6,19.6,10.6,11.2,6,6
29,67,15,33.7,18.6,22.7,12.9,13.2
29,68,17,30.5,17.7,21.8,13,12.3
29,69,9,22.5,12.2,15,10.3,10.3
30,1,1,11,7.3,8.4,7,5.7
30,2,2,5.5,2.9,3.2,1.8,1.3
30,3,8,15.3,9.1,10.6,5.1,5.1
30,4,12,26.3,14.1,16.3,9,9
30,5,8,21.7,10.7,14.3,7.2,7.7
30,6,11,24.2,11.2,14.5,7.5,7.9
30,7,10,19.7,10.2,12.2,7.5,7.4
30,8,22,51.1,30,36.3,19.2,18.6
30,9,32,68.9,47.5,60.1,28.1,25.8
30,10,13,30.3,19.4,20.9,12.6,11.7
30,11,8,15.8,9.3,12,6.9,6.5
30,12,5,10.8,5.9,7.3,4.6,4.2
30,13,9,21.2,14.2,15.5,12.4,11.5
30,14,5,12.8,7.1,9.1,5.5,4.8
30,15,9,18.1,10.3,12.4,6.9,7.1
30,16,11,26.6,15.2,17.9,11.6,10.6
30,17,6,12.5,6.8,8.5,5.9,4.8
30,18,8,16.8,9.3,11.2,7.3,6
30,19,14,26.7,13.9,17.9,10.2,9.7
30,20,11,28.9,16.9,19.8,9.7,8.9
30,21,20,42.8,26.2,30.6,17.9,15.6
30,22,13,33.7,16.9,21.6,12.2,11
30,23,14,35.5,19.5,23.8,13.6,13.8
30,24,21,43.1,26.2,31,18.2,16.5
30,25,16,36.4,20.5,24.7,15.2,14.1
30,26,8,17,9,10.9,6.2,5.6
30,27,18,35.9,18.4,21.7,13.4,12.3
30,28,27,65.6,42,47.4,24.9,26.9
30,29,16,30,18.9,22.4,11.9,12.1
30,30,22,46.3,23.7,29.6,18.4,16
30,31,9,18,10.2,12.4,7.8,6.7
30,32,11,21.1,12.2,14.4,10.8,7.9
30,33,18,52.2,22,25.6,15.2,13.1
30,34,6,17.7,10.5,12,6.5,5.9
30,35,10,20.2,11.4,14.2,8.3,7.4
30,36,15,31.1,18.8,22.3,12,11.2
30,37,15,30,17.7,21.3,12.5,13.6
30,38,16,35.5,18.8,22.1,14.1,13
30,39,22,47.5,29.1,31.7,18.4,16.6
30,40,22,52.5,30.2,34.9,19.8,18.5
30,41,15,27.1,16.2,18,14.4,14.4
30,42,14,28.2,14.9,17.3,11.8,9.2
30,43,16,23,16.9,19.4,11.7,11.2
30,44,9,15.4,10.9,14.3,8,7.5
30,45,11,17.5,13.7,16.1,8.9,8.4
30,46,17,35.3,28.3,33,16,14.2
30,47,18,31.6,23.4,28.4,22.8,20.4
30,48,28,52.8,41,39.6,22.5,21.7
30,49,10,16.3,11.8,11.3,7.6,7.2
30,50,19,31.9,21.3,20.7,13.3,12.6
30,51,9,17.1,11.2,11.7,7.8,7.6
30,52,11,18,12.8,13,8.8,8.2
30,53,14,26.4,16.9,17,10.9,10.4
30,54,24,53.9,28.7,28.9,19,17.4
30,55,12,22.2,12.4,11.4,9.9,8.4
30,56,20,34.3,20.3,19.3,15.7,13.4
30,57,9,17.1,10.5,9.8,7.6,6.8
30,58,19,39,23.5,21.1,15,14.1
30,59,8,12.9,8.2,7.8,6.9,5.1
30,60,10,20.1,11.8,11,12,9
31,1,1,9.8,7.6,7.2,8.5,6.4
31,2,4,8.1,4.6,4.1,4.6,3.3
31,3,3,7.6,4.7,4.9,3.9,3.2
31,4,9,18.2,11.1,10.3,8.8,7.5
31,5,8,20.9,11,11,9.2,7.4
31,6,18,33.2,22.3,20.6,19.3,13.8
31,7,16,33,19.6,17.5,18.5,12.6
31,8,8,17,10.7,9.6,9,6.3
31,9,8,21.3,9.3,8.3,6.9,6
31,10,27,52.7,34.4,33.2,30.1,22.6
31,11,14,26.7,11.5,13.3,11,10
31,12,18,36.8,20.6,19.3,15.6,13.9
31,13,14,25.9,14.6,13.1,10.7,11.1
31,14,17,43.6,24,21.7,16.6,14.1
31,15,29,54.9,32.5,32.3,23.2,20.6
31,16,24,48.8,23.6,24.8,20.3,15.7
31,17,17,34.3,17,17.6,13.7,11.4
31,18,16,28.9,15.6,15.3,12.1,10.5
31,19,11,23.4,11.9,12.4,11.5,8.4
31,20,30,50,29.1,28.5,25.2,18.6
31,21,21,40.3,22.7,21.8,19.9,17.5
31,22,15,29.2,16.9,16.8,12.7,11.9
31,23,15,32.8,18.2,18.4,16.2,12.5
31,24,7,16.8,9.5,9.5,7.2,6.3
31,25,15,35.2,17.3,16.5,14.3,12.3
31,26,10,21.4,10.2,9.8,8,7.1
31,27,21,41,22.2,21.5,22.1,15.2
31,28,11,24.4,12.3,13.1,9.8,9.3
31,29,25,53.2,30.9,38.5,20.5,18.4
31,30,16,29.2,15.9,16.4,12,11.3
31,31,19,36.2,19.4,19.9,15.2,16.5
31,32,22,48,25.7,25.6,20.6,18.2
31,33,30,60.9,41.1,33.3,29.8,23.5
31,34,27,55.4,29,28.2,28.4,23.4
32,1,1,11,7.8,7.9,5.9,5.8
32,2,8,14.6,7.7,7.1,5.1,5.3
32,3,18,37.4,18.6,20,12.5,12.3
32,4,24,48.6,25.9,26.6,17.3,16.6
32,5,17,33.9,18.6,18.5,12.4,11.8
32,6,6,13.7,7.3,6.4,4.8,5.1
32,7,10,20.2,11.4,11.8,7.3,7.2
32,8,8,18.3,10.2,10.8,6.9,6.4
32,9,14,29.4,14.6,15.3,11.6,10.4
32,10,14,35.4,16.7,17.2,13.8,12.1
32,11,11,20.6,11.3,11.8,11.5,7.8
32,12,16,36,19.7,18.9,13.8,12.6
32,13,16,34.2,18.8,18.8,19.1,12.4
32,14,14,32.4,19.2,18.2,13.2,12
32,15,15,30.6,16.7,16.6,17.9,15.6
32,16,11,25.5,15.3,14.9,12.3,9.6
32,17,13,28,16.3,17.1,11.7,10.7
32,18,8,19.2,11.9,11.1,8.6,6.3
32,19,12,27.3,13.9,13.5,11,8.9
32,20,21,58.1,27.4,27,19.6,15.9
32,21,9,21.1,12,12.8,9.7,7.8
32,22,13,29.8,15.7,16.6,14.2,9.8
32,23,14,31,18.3,17.5,13.8,11.3
32,24,10,28,14,14.2,10.1,9.2
32,25,11,20,10.7,10.4,8.6,9
32,26,18,33.5,18.8,19.1,15,12
32,27,17,32,18.6,18.6,15,12.8
32,28,7,14.1,8.2,8.2,6.7,5.7
32,29,11,19.4,11.5,12.1,8,7.3
32,30,5,14.2,8.1,8.4,8.7,6.6
33,1,13,18.4,16.6,15.8,12,10.1
33,2,12,15.6,12.6,12.3,8.6,7.3
33,3,6,12.1,7,7,6.3,4.4
33,4,28,46.5,36.2,35.9,29.4,23.6
33,5,28,46.5,36.9,36.7,28.7,23.8
33,6,29,49.3,45,38.4,36,35.4
